,word1,word2,Score,Ratio,word1_phonetix,word2_phonetix
1887,ciclacillin,cloxacillin,3.0,82,CACLACALAN,CLAXACALAN
1888,ciclacillin,dicloxacillin,3.0,83,CACLACALAN,DACLAXACALAN
1889,ciclacillin,ticarcillin,3.0,82,CACLACALAN,TACARCALAN
1890,ciclosporin,cyclospora,3.0,76,CACLASPARAN,CACLASPAR
1891,cimetidine,famotidine,3.0,70,CANATADAN,FANATADAN
1892,cimetidine,nizatidine,3.0,70,CANATADAN,NASATADAN
1893,cinoxacin,enoxacin,2.0,82,CANAXACAN,ENAXACAN
1894,cinoxacin,ofloxacin,3.0,67,CANAXACAN,OFLAXACAN
1895,cirrhosis,fibrosis,3.0,71,CARAS,FABRAS
1896,cirrhosis,hidrosis,3.0,71,CARAS,HADRAS
1897,cirrhosis,orthosis,3.0,71,CARAS,ORTAS
1898,clarithromycin,azithromycin,3.0,85,CLARATHRANACAN,ASATHRANACAN
1899,clarithromycin,dirithromycin,3.0,81,CLARATHRANACAN,DARATHRANACAN
1900,clavus,coats,3.0,55,CLAV,CAT
1901,clavus,cramps,3.0,50,CLAV,CRANP
1902,clavus,favus,2.0,73,CLAV,FAV
1903,clavus,glands,3.0,50,CLAV,GLAD
1904,clavus,lavh,3.0,60,CLAV,LAVH
1905,clavus,lupus,3.0,55,CLAV,LAP
1906,clavus,plague,3.0,50,CLAV,PLAG
1907,cleft,cell,3.0,44,CLAFT,CAL
1908,cleft,cheek,3.0,40,CLAFT,CAC
1909,cleft,chest,2.0,60,CLAFT,CAST
1910,cleft,cll,3.0,50,CLAFT,CL
1911,cleft,clot,2.0,67,CLAFT,CLAT
1912,cleft,cpeo,3.0,44,CLAFT,CP
1913,cleft,cuff,3.0,44,CLAFT,CAF
1914,cleft,cyst,3.0,44,CLAFT,CAST
1915,cleft,diet,3.0,44,CLAFT,DAT
1916,cleft,feet,3.0,44,CLAFT,FAT
1917,cleft,heat,3.0,44,CLAFT,HAT
1918,cleft,leep,3.0,44,CLAFT,LAP
1919,cleft,legs,3.0,44,CLAFT,LAG
1920,cleft,lems,3.0,44,CLAFT,LAN
1921,cleft,scle,3.0,67,CLAFT,SCL
1922,cleft,tewt,3.0,44,CLAFT,TAT
1923,cleft,zoloft,3.0,55,CLAFT,ZALAFT
1924,cleft,ccf,3.0,50,CLAFT,CF
1925,cleft,cte,3.0,50,CLAFT,CT
1926,cleft,lens,3.0,44,CLAFT,LAN
1927,clemastine,carmustine,3.0,70,CLANASTAN,CARNASTAN
1928,clemastine,lomustine,3.0,74,CLANASTAN,LANASTAN
1929,clemastine,memantine,3.0,74,CLANASTAN,MANANTAN
1930,clindamycin,plicamycin,3.0,76,CLANDANACAN,PLACANACAN
1931,clinical,cervical,3.0,62,CLANACAL,CARVACAL
1932,clinical,chemical,3.0,62,CLANACAL,CANACAL
1933,cll,abs,3.0,0,CL,AB
1934,cll,acne,3.0,29,CL,ACN
1935,cll,anal,3.0,29,CL,ANAL
1936,cll,bmi,3.0,0,CL,BN
1937,cll,cabg,3.0,29,CL,CABG
1938,cll,cell,1.0,86,CL,CAL
1939,cll,cells,2.0,75,CL,CAL
1940,cll,chd,2.0,33,CL,CHD
1941,cll,chills,3.0,67,CL,CAL
1942,cll,cleft,3.0,50,CL,CLAFT
1943,cll,clot,2.0,57,CL,CLAT
1944,cll,coli,2.0,57,CL,CAL
1945,cll,colic,3.0,50,CL,CALAC
1946,cll,colon,3.0,50,CL,CALAN
1947,cll,coma,3.0,29,CL,CAN
1948,cll,copd,3.0,29,CL,CAPD
1949,cll,cpeo,3.0,29,CL,CP
1950,cll,cpr,2.0,33,CL,CPR
1951,cll,crao,3.0,29,CL,CR
1952,cll,crp,2.0,33,CL,CRP
1953,cll,ctx,2.0,33,CL,CTX
1954,cll,cuff,3.0,29,CL,CAF
1955,cll,cuts,3.0,29,CL,CAT
1956,cll,cyst,3.0,29,CL,CAST
1957,cll,eye,3.0,0,CL,E
1958,cll,fecal,3.0,50,CL,FACAL
1959,cll,fit,3.0,0,CL,FAT
1960,cll,flab,3.0,29,CL,FLAB
1961,cll,flu,2.0,33,CL,FL
1962,cll,focal,3.0,50,CL,FACAL
1963,cll,gym,3.0,0,CL,GAN
1964,cll,hcg,3.0,33,CL,HCG
1965,cll,heel,3.0,29,CL,HAL
1966,cll,hip,3.0,0,CL,HAP
1967,cll,hiv,3.0,0,CL,HAV
1968,cll,hus,3.0,0,CL,H
1969,cll,i-cell,3.0,67,CL,ICAL
1970,cll,jaw,3.0,0,CL,J
1971,cll,lcmv,3.0,29,CL,LCNV
1972,cll,lip,3.0,33,CL,LAP
1973,cll,male,3.0,29,CL,MAL
1974,cll,mg,3.0,0,CL,MG
1975,cll,npd,3.0,0,CL,NPD
1976,cll,nsclc,3.0,50,CL,NSCLC
1977,cll,oab,3.0,0,CL,OAB
1978,cll,ocd,3.0,33,CL,OCD
1979,cll,ocps,3.0,29,CL,OCP
1980,cll,osa,3.0,0,CL,OS
1981,cll,pap,3.0,0,CL,PAP
1982,cll,pill,2.0,57,CL,PAL
1983,cll,pml,2.0,33,CL,PNL
1984,cll,prk,3.0,0,CL,PRC
1985,cll,rdw,3.0,0,CL,RDW
1986,cll,scar,3.0,29,CL,SCAR
1987,cll,scle,2.0,57,CL,SCL
1988,cll,sex,3.0,0,CL,SAC
1989,cll,spa,3.0,0,CL,SP
1990,cll,std,3.0,0,CL,STD
1991,cll,tb,3.0,0,CL,TB
1992,cll,tvl,2.0,33,CL,TVL
1993,cll,uti,3.0,0,CL,UT
1994,cll,vzv,3.0,0,CL,VSV
1995,cll,wbc,3.0,33,CL,WBC
1996,cll,wnv,3.0,0,CL,WNV
1997,cll,जिम,3.0,0,CL,
1998,cll,दवा,3.0,0,CL,
1999,cll,फिट,3.0,0,CL,
2000,cll,योग,3.0,0,CL,
2001,cll,रोग,3.0,0,CL,
2002,cll,aml,2.0,33,CL,ANL
2003,cll,ccf,2.0,33,CL,CF
2004,cll,cml,1.0,67,CL,CNL
2005,cll,cte,2.0,33,CL,CT
2006,cll,dka,3.0,0,CL,DC
2007,cll,emr,3.0,0,CL,ENR
2008,cll,fsh,3.0,0,CL,FS
2009,cll,fuo,3.0,0,CL,F
2010,cll,iih,3.0,0,CL,
2011,cll,lgv,3.0,33,CL,LGV
2012,cll,mcad,3.0,29,CL,MCAD
2013,cll,ocp,3.0,33,CL,OCP
2014,cll,oi,3.0,0,CL,
2015,cll,orf,3.0,0,CL,ORF
2016,cll,otc,3.0,33,CL,OTC
2017,cll,pad,3.0,0,CL,PAD
2018,cll,pals,3.0,29,CL,PAL
2019,cll,pam,3.0,0,CL,PAN
2020,cll,pcf,3.0,33,CL,PCF
2021,cll,pcp,3.0,33,CL,PCP
2022,cll,pct,3.0,33,CL,PCT
2023,cll,pda,3.0,0,CL,PD
2024,cll,pep,3.0,0,CL,PAP
2025,cll,tbi,3.0,0,CL,TB
2026,cll,tem,3.0,0,CL,TAN
2027,cll,tof,3.0,0,CL,TAF
2028,cll,ttp,3.0,0,CL,TP
2029,cll,vkh,3.0,0,CL,VCH
2030,cll,vma,3.0,0,CL,VN
2031,cll,vte,3.0,0,CL,VT
2032,clobetasol,labetalol,3.0,74,CLABATASAL,LABATALAL
2033,clomipramine,imipramine,3.0,82,CLANAPRANAN,INAPRANAN
2034,clonazepam,lorazepam,2.0,84,CLANASAPAN,LARASAPAN
2035,clonidine,clozapine,3.0,67,CLANADAN,CLASAPAN
2036,clot,blood,3.0,44,CLAT,BLAD
2037,clot,cabg,3.0,25,CLAT,CABG
2038,clot,cell,3.0,50,CLAT,CAL
2039,clot,cells,3.0,44,CLAT,CAL
2040,clot,chd,3.0,29,CLAT,CHD
2041,clot,chest,3.0,44,CLAT,CAST
2042,clot,cleft,2.0,67,CLAT,CLAFT
2043,clot,cll,2.0,57,CLAT,CL
2044,clot,coats,3.0,67,CLAT,CAT
2045,clot,coli,3.0,50,CLAT,CAL
2046,clot,colic,3.0,44,CLAT,CALAC
2047,clot,colon,2.0,67,CLAT,CALAN
2048,clot,coma,3.0,50,CLAT,CAN
2049,clot,copd,3.0,50,CLAT,CAPD
2050,clot,cpeo,3.0,50,CLAT,CP
2051,clot,cpr,3.0,29,CLAT,CPR
2052,clot,crao,3.0,50,CLAT,CR
2053,clot,crohn,3.0,44,CLAT,CRAN
2054,clot,croup,3.0,44,CLAT,CRAP
2055,clot,crp,3.0,29,CLAT,CRP
2056,clot,ctx,3.0,57,CLAT,CTX
2057,clot,cuff,3.0,25,CLAT,CAF
2058,clot,cuts,3.0,50,CLAT,CAT
2059,clot,cyst,2.0,50,CLAT,CAST
2060,clot,cysts,3.0,44,CLAT,CAST
2061,clot,diet,3.0,25,CLAT,DAT
2062,clot,elbow,3.0,44,CLAT,ELB
2063,clot,feet,3.0,25,CLAT,FAT
2064,clot,fit,3.0,29,CLAT,FAT
2065,clot,flab,3.0,25,CLAT,FLAB
2066,clot,flu,3.0,29,CLAT,FL
2067,clot,foot,2.0,50,CLAT,FAT
2068,clot,gout,3.0,50,CLAT,GAT
2069,clot,heat,3.0,25,CLAT,HAT
2070,clot,hiit,3.0,25,CLAT,HAT
2071,clot,iron,3.0,25,CLAT,IRAN
2072,clot,lip,3.0,29,CLAT,LAP
2073,clot,lobe,3.0,50,CLAT,LAB
2074,clot,ogtt,3.0,50,CLAT,OGT
2075,clot,scle,3.0,50,CLAT,SCL
2076,clot,tewt,3.0,25,CLAT,TAT
2077,clot,tooth,3.0,44,CLAT,TATH
2078,clot,tumt,3.0,25,CLAT,TANT
2079,clot,wart,3.0,25,CLAT,WAD
2080,clot,zoloft,3.0,60,CLAT,ZALAFT
2081,clot,ccf,3.0,29,CLAT,CF
2082,clot,cml,3.0,57,CLAT,CNL
2083,clot,cte,3.0,57,CLAT,CT
2084,clot,fuo,3.0,29,CLAT,F
2085,clot,lgv,3.0,29,CLAT,LGV
2086,clot,oi,3.0,33,CLAT,
2087,clot,otc,3.0,57,CLAT,OTC
2088,clot,pct,3.0,57,CLAT,PCT
2089,clot,tof,3.0,29,CLAT,TAF
2090,cloxacillin,amoxicillin,3.0,73,CLAXACALAN,ANAXACALAN
2091,cloxacillin,ciclacillin,3.0,82,CLAXACALAN,CACLACALAN
2092,cloxacillin,dicloxacillin,2.0,92,CLAXACALAN,DACLAXACALAN
2093,cloxacillin,oxacillin,2.0,90,CLAXACALAN,OXACALAN
2094,clozapine,clonidine,3.0,67,CLASAPAN,CLANADAN
2095,clozapine,cocaine,3.0,75,CLASAPAN,CACAN
2096,clozapine,loxapine,2.0,82,CLASAPAN,LAXAPAN
2097,clozapine,olanzapine,3.0,74,CLASAPAN,OLANSAPAN
2098,clubfoot,flatfoot,3.0,62,CLABFAT,FLATFAT
2099,coats,abs,3.0,50,CAT,AB
2100,coats,boils,3.0,40,CAT,BAL
2101,coats,cabg,3.0,44,CAT,CABG
2102,coats,cells,3.0,40,CAT,CAL
2103,coats,clavus,3.0,55,CAT,CLAV
2104,coats,clot,3.0,67,CAT,CLAT
2105,coats,coli,3.0,44,CAT,CAL
2106,coats,colic,3.0,40,CAT,CALAC
2107,coats,colitis,3.0,67,CAT,CALAT
2108,coats,colon,3.0,40,CAT,CALAN
2109,coats,coma,3.0,67,CAT,CAN
2110,coats,copd,3.0,44,CAT,CAPD
2111,coats,corns,2.0,60,CAT,CARN
2112,coats,cough,3.0,40,CAT,CAGH
2113,coats,cramp,3.0,40,CAT,CRANP
2114,coats,cramps,3.0,55,CAT,CRANP
2115,coats,crao,3.0,44,CAT,CR
2116,coats,ctx,3.0,50,CAT,CTX
2117,coats,cuts,2.0,67,CAT,CAT
2118,coats,cyst,3.0,44,CAT,CAST
2119,coats,cysts,2.0,60,CAT,CAST
2120,coats,death,3.0,40,CAT,DATH
2121,coats,diets,3.0,40,CAT,DAT
2122,coats,folate,3.0,55,CAT,FALAT
2123,coats,foot,3.0,44,CAT,FAT
2124,coats,gonads,3.0,55,CAT,GANAD
2125,coats,gout,3.0,44,CAT,GAT
2126,coats,heat,3.0,44,CAT,HAT
2127,coats,moles,3.0,40,CAT,MAL
2128,coats,mouth,3.0,40,CAT,MATH
2129,coats,nodes,3.0,40,CAT,NAD
2130,coats,oab,3.0,50,CAT,OAB
2131,coats,ocps,3.0,44,CAT,OCP
2132,coats,ogtt,3.0,44,CAT,OGT
2133,coats,sars,3.0,44,CAT,SAR
2134,coats,scars,3.0,60,CAT,SCAR
2135,coats,tooth,3.0,40,CAT,TATH
2136,coats,warts,3.0,60,CAT,WAD
2137,coats,yaws,3.0,44,CAT,Y
2138,coats,cte,3.0,50,CAT,CT
2139,coats,otc,3.0,25,CAT,OTC
2140,coats,pals,3.0,44,CAT,PAL
2141,coats,poag,3.0,44,CAT,PAG
2142,coats,vats,2.0,67,CAT,VAT
2143,cocaine,calamine,3.0,67,CACAN,CALANAN
2144,cocaine,choline,3.0,71,CACAN,CALAN
2145,cocaine,clozapine,3.0,75,CACAN,CLASAPAN
2146,cocaine,codeine,2.0,71,CACAN,CADAN
2147,cocaine,conceive,3.0,67,CACAN,CANCAV
2148,cocaine,cycling,3.0,57,CACAN,CACLANG
2149,cocaine,dopamine,3.0,67,CACAN,DAPANAN
2150,cocaine,lidocaine,3.0,75,CACAN,LADACAN
2151,cocaine,loxapine,3.0,67,CACAN,LAXAPAN
2152,cocaine,tacrine,3.0,57,CACAN,TACRAN
2153,cocaine,vaccine,3.0,71,CACAN,VACAN
2154,coccydynia,coccygodynia,2.0,91,CACADAN,CACAGADAN
2155,coccygodynia,coccydynia,2.0,91,CACAGADAN,CACADAN
2156,codeine,caffeine,3.0,67,CADAN,CAFAN
2157,codeine,choline,3.0,71,CADAN,CALAN
2158,codeine,cocaine,2.0,71,CADAN,CACAN
2159,codeine,conceive,3.0,67,CADAN,CANCAV
2160,colestipol,cholesterol,3.0,76,CALASTAPAL,CALASTARAL
2161,coli,bmi,3.0,29,CAL,BN
2162,coli,body,3.0,25,CAL,BADY
2163,coli,boils,3.0,44,CAL,BAL
2164,coli,bone,3.0,25,CAL,BAN
2165,coli,cabg,3.0,25,CAL,CABG
2166,coli,celiac,3.0,60,CAL,CALAC
2167,coli,cell,2.0,50,CAL,CAL
2168,coli,cells,3.0,44,CAL,CAL
2169,coli,chd,3.0,29,CAL,CHD
2170,coli,choline,3.0,73,CAL,CALAN
2171,coli,cll,2.0,57,CAL,CL
2172,coli,clot,3.0,50,CAL,CLAT
2173,coli,coats,3.0,44,CAL,CAT
2174,coli,colic,1.0,89,CAL,CALAC
2175,coli,colitis,3.0,73,CAL,CALAT
2176,coli,colon,2.0,67,CAL,CALAN
2177,coli,coma,2.0,50,CAL,CAN
2178,coli,copd,2.0,50,CAL,CAPD
2179,coli,corns,3.0,44,CAL,CARN
2180,coli,cough,3.0,44,CAL,CAGH
2181,coli,cpeo,3.0,50,CAL,CP
2182,coli,cpr,3.0,29,CAL,CPR
2183,coli,crao,3.0,50,CAL,CR
2184,coli,crohn,3.0,44,CAL,CRAN
2185,coli,croup,3.0,44,CAL,CRAP
2186,coli,crp,3.0,29,CAL,CRP
2187,coli,ctx,3.0,29,CAL,CTX
2188,coli,cuff,3.0,25,CAL,CAF
2189,coli,cuts,3.0,25,CAL,CAT
2190,coli,cyst,3.0,25,CAL,CAST
2191,coli,ebola,3.0,44,CAL,EBAL
2192,coli,flu,3.0,29,CAL,FL
2193,coli,foot,3.0,25,CAL,FAT
2194,coli,gout,3.0,25,CAL,GAT
2195,coli,lip,3.0,57,CAL,LAP
2196,coli,lobe,3.0,25,CAL,LAB
2197,coli,male,3.0,25,CAL,MAL
2198,coli,milia,3.0,44,CAL,MAL
2199,coli,moles,3.0,44,CAL,MAL
2200,coli,node,3.0,25,CAL,NAD
2201,coli,nose,3.0,25,CAL,NAS
2202,coli,oab,3.0,29,CAL,OAB
2203,coli,ocd,3.0,29,CAL,OCD
2204,coli,osa,3.0,29,CAL,OS
2205,coli,pill,3.0,25,CAL,PAL
2206,coli,pml,3.0,29,CAL,PNL
2207,coli,polio,2.0,67,CAL,PAL
2208,coli,scle,3.0,50,CAL,SCL
2209,coli,timi,3.0,25,CAL,TAN
2210,coli,toxin,3.0,44,CAL,TAXAN
2211,coli,tvl,3.0,29,CAL,TVL
2212,coli,uti,3.0,29,CAL,UT
2213,coli,womb,3.0,25,CAL,WANB
2214,coli,yoga,3.0,25,CAL,YAG
2215,coli,aml,3.0,29,CAL,ANL
2216,coli,ccf,3.0,29,CAL,CF
2217,coli,cml,2.0,57,CAL,CNL
2218,coli,cte,3.0,29,CAL,CT
2219,coli,ocp,3.0,29,CAL,OCP
2220,coli,oi,2.0,67,CAL,
2221,coli,orf,3.0,29,CAL,ORF
2222,coli,otc,3.0,29,CAL,OTC
2223,coli,pals,3.0,25,CAL,PAL
2224,coli,poag,3.0,25,CAL,PAG
2225,coli,tbi,3.0,29,CAL,TB
2226,coli,tof,3.0,29,CAL,TAF
2227,colic,aortic,3.0,55,CALAC,ARTAC
2228,colic,celiac,2.0,73,CALAC,CALAC
2229,colic,cell,3.0,44,CALAC,CAL
2230,colic,cells,3.0,40,CALAC,CAL
2231,colic,choline,3.0,67,CALAC,CALAN
2232,colic,chronic,3.0,67,CALAC,CHRANAC
2233,colic,cll,3.0,50,CALAC,CL
2234,colic,clot,3.0,44,CALAC,CLAT
2235,colic,coats,3.0,40,CALAC,CAT
2236,colic,coli,1.0,89,CALAC,CAL
2237,colic,colitis,3.0,67,CALAC,CALAT
2238,colic,colon,2.0,60,CALAC,CALAN
2239,colic,coma,3.0,44,CALAC,CAN
2240,colic,copd,3.0,44,CALAC,CAPD
2241,colic,corns,3.0,40,CALAC,CARN
2242,colic,cough,3.0,40,CALAC,CAGH
2243,colic,cystic,3.0,55,CALAC,CASTAC
2244,colic,ectopic,3.0,67,CALAC,ECTAPAC
2245,colic,lip,3.0,50,CALAC,LAP
2246,colic,milia,3.0,40,CALAC,MAL
2247,colic,moles,3.0,40,CALAC,MAL
2248,colic,panic,3.0,40,CALAC,PANAC
2249,colic,pelvic,3.0,55,CALAC,PALVAC
2250,colic,polio,2.0,60,CALAC,PAL
2251,colic,tlics,3.0,60,CALAC,TLAC
2252,colic,toxin,3.0,40,CALAC,TAXAN
2253,colic,cml,3.0,50,CALAC,CNL
2254,colic,oi,3.0,57,CALAC,
2255,colic,otc,3.0,25,CALAC,OTC
2256,colistin,cholestin,2.0,82,CALASTAN,CALASTAN
2257,colistin,colitis,2.0,80,CALASTAN,CALAT
2258,colistin,tolmetin,3.0,62,CALASTAN,TALNATAN
2259,colitis,aortitis,3.0,67,CALAT,ARTAT
2260,colitis,cavities,3.0,67,CALAT,CAVATY
2261,colitis,coats,3.0,67,CALAT,CAT
2262,colitis,coli,3.0,73,CALAT,CAL
2263,colitis,colic,3.0,67,CALAT,CALAC
2264,colitis,colistin,2.0,80,CALAT,CALASTAN
2265,colitis,cystitis,3.0,67,CALAT,CASTAT
2266,colitis,ileitis,3.0,71,CALAT,ILAT
2267,colitis,iritis,3.0,62,CALAT,IRAT
2268,colitis,otitis,2.0,77,CALAT,OTAT
2269,colitis,scoliosis,3.0,75,CALAT,SCALAS
2270,colitis,uveitis,3.0,57,CALAT,UVAT
2271,colon,botox,3.0,40,CALAN,BATAX
2272,colon,cell,3.0,44,CALAN,CAL
2273,colon,cells,3.0,40,CALAN,CAL
2274,colon,choline,3.0,67,CALAN,CALAN
2275,colon,cll,3.0,50,CALAN,CL
2276,colon,clot,2.0,67,CALAN,CLAT
2277,colon,coats,3.0,40,CALAN,CAT
2278,colon,coli,2.0,67,CALAN,CAL
2279,colon,colic,2.0,60,CALAN,CALAC
2280,colon,coma,3.0,44,CALAN,CAN
2281,colon,copd,3.0,44,CALAN,CAPD
2282,colon,corns,3.0,60,CALAN,CARN
2283,colon,cough,3.0,40,CALAN,CAGH
2284,colon,cpeo,3.0,44,CALAN,CP
2285,colon,crao,3.0,44,CALAN,CR
2286,colon,crohn,3.0,60,CALAN,CRAN
2287,colon,foot,3.0,44,CALAN,FAT
2288,colon,iron,3.0,44,CALAN,IRAN
2289,colon,moles,3.0,40,CALAN,MAL
2290,colon,poison,3.0,55,CALAN,PASAN
2291,colon,polio,3.0,60,CALAN,PAL
2292,colon,toxin,3.0,40,CALAN,TAXAN
2293,colon,zoloft,3.0,55,CALAN,ZALAFT
2294,colon,cml,3.0,50,CALAN,CNL
2295,colonoscopy,colposcopy,2.0,86,CALANASCAPY,CALPASCAPY
2296,colostomy,colposcopy,3.0,74,CALASTANY,CALPASCAPY
2297,colostomy,ileostomy,3.0,78,CALASTANY,ILASTANY
2298,colposcopy,colonoscopy,2.0,86,CALPASCAPY,CALANASCAPY
2299,colposcopy,colostomy,3.0,74,CALPASCAPY,CALASTANY
2300,colposcopy,cystoscopy,3.0,70,CALPASCAPY,CASTASCAPY
2301,coma,bmi,3.0,29,CAN,BN
2302,coma,body,3.0,25,CAN,BADY
2303,coma,bone,3.0,25,CAN,BAN
2304,coma,cabg,3.0,50,CAN,CABG
2305,coma,cauda,3.0,44,CAN,CAD
2306,coma,cell,3.0,25,CAN,CAL
2307,coma,chd,3.0,29,CAN,CHD
2308,coma,chorea,3.0,60,CAN,CAR
2309,coma,cll,3.0,29,CAN,CL
2310,coma,clot,3.0,50,CAN,CLAT
2311,coma,coats,3.0,67,CAN,CAT
2312,coma,coli,2.0,50,CAN,CAL
2313,coma,colic,3.0,44,CAN,CALAC
2314,coma,colon,3.0,44,CAN,CALAN
2315,coma,comedo,3.0,60,CAN,CANAD
2316,coma,copd,2.0,50,CAN,CAPD
2317,coma,cornea,3.0,60,CAN,CARN
2318,coma,corns,3.0,44,CAN,CARN
2319,coma,cough,3.0,44,CAN,CAGH
2320,coma,cpeo,3.0,50,CAN,CP
2321,coma,cpr,3.0,29,CAN,CPR
2322,coma,cramp,3.0,44,CAN,CRANP
2323,coma,crao,3.0,50,CAN,CR
2324,coma,crohn,3.0,44,CAN,CRAN
2325,coma,croup,3.0,44,CAN,CRAP
2326,coma,crp,3.0,29,CAN,CRP
2327,coma,ctx,3.0,29,CAN,CTX
2328,coma,cuff,3.0,25,CAN,CAF
2329,coma,cuts,3.0,25,CAN,CAT
2330,coma,cyst,3.0,25,CAN,CAST
2331,coma,dexa,3.0,25,CAN,DAX
2332,coma,dhea,3.0,25,CAN,D
2333,coma,ebola,3.0,44,CAN,EBAL
2334,coma,eczema,3.0,60,CAN,ECSAN
2335,coma,edema,3.0,44,CAN,EDAN
2336,coma,enema,3.0,44,CAN,ENAN
2337,coma,focal,3.0,44,CAN,FACAL
2338,coma,foot,3.0,25,CAN,FAT
2339,coma,gout,3.0,25,CAN,GAT
2340,coma,gym,3.0,29,CAN,GAN
2341,coma,ipmn,3.0,25,CAN,IPN
2342,coma,lcmv,3.0,50,CAN,LCNV
2343,coma,lems,3.0,25,CAN,LAN
2344,coma,limb,3.0,25,CAN,LANB
2345,coma,lobe,3.0,25,CAN,LAB
2346,coma,lyme,3.0,25,CAN,LAN
2347,coma,mg,3.0,33,CAN,MG
2348,coma,node,3.0,25,CAN,NAD
2349,coma,nose,3.0,25,CAN,NAS
2350,coma,oab,3.0,57,CAN,OAB
2351,coma,ocd,3.0,29,CAN,OCD
2352,coma,osa,2.0,57,CAN,OS
2353,coma,pica,3.0,50,CAN,PAC
2354,coma,pml,3.0,29,CAN,PNL
2355,coma,semg,3.0,25,CAN,SANG
2356,coma,spa,3.0,29,CAN,SP
2357,coma,timi,3.0,25,CAN,TAN
2358,coma,tumt,3.0,25,CAN,TANT
2359,coma,womb,2.0,50,CAN,WANB
2360,coma,yoga,2.0,50,CAN,YAG
2361,coma,aml,3.0,29,CAN,ANL
2362,coma,ccf,3.0,29,CAN,CF
2363,coma,cml,2.0,57,CAN,CNL
2364,coma,cte,3.0,29,CAN,CT
2365,coma,dka,3.0,29,CAN,DC
2366,coma,emr,3.0,29,CAN,ENR
2367,coma,ocp,3.0,29,CAN,OCP
2368,coma,oi,3.0,33,CAN,
2369,coma,orf,3.0,29,CAN,ORF
2370,coma,otc,3.0,29,CAN,OTC
2371,coma,pam,3.0,29,CAN,PAN
2372,coma,pda,3.0,29,CAN,PD
2373,coma,poag,3.0,50,CAN,PAG
2374,coma,poroma,3.0,60,CAN,PARAN
2375,coma,tem,3.0,29,CAN,TAN
2376,coma,tof,3.0,29,CAN,TAF
2377,coma,vma,2.0,57,CAN,VN
2378,comedo,coma,3.0,60,CANAD,CAN
2379,comedo,copd,3.0,60,CANAD,CAPD
2380,comedo,cpeo,3.0,40,CANAD,CP
2381,comedo,remedy,3.0,50,CANAD,RANADY
2382,conceive,cocaine,3.0,53,CANCAV,CACAN
2383,conceive,codeine,3.0,67,CANCAV,CADAN
2384,conceive,connective,3.0,78,CANCAV,CANACTAV
2385,concussion,contusions,3.0,80,CANCASAN,CANTASAN
2386,condoms,chondroma,3.0,75,CANDAN,CANDRAN
2387,condoms,chordoma,3.0,67,CANDAN,CARDAN
2388,congenital,genital,3.0,82,CANGANATAL,GANATAL
2389,congenital,non-genital,2.0,86,CANGANATAL,NANGANATAL
2390,connective,conceive,3.0,78,CANACTAV,CANCAV
2391,constipation,consumption,3.0,78,CANSTAPATAN,CANSANPTAN
2392,consumption,constipation,3.0,78,CANSANPTAN,CANSTAPATAN
2393,contusions,concussion,3.0,80,CANTASAN,CANCASAN
2394,copd,adhd,3.0,25,CAPD,ADHD
2395,copd,arvd,3.0,25,CAPD,ARVD
2396,copd,blood,3.0,44,CAPD,BLAD
2397,copd,body,3.0,50,CAPD,BADY
2398,copd,bone,3.0,25,CAPD,BAN
2399,copd,cabg,3.0,25,CAPD,CABG
2400,copd,cauda,3.0,44,CAPD,CAD
2401,copd,cell,3.0,25,CAPD,CAL
2402,copd,chd,2.0,57,CAPD,CHD
2403,copd,cll,3.0,29,CAPD,CL
2404,copd,clot,3.0,50,CAPD,CLAT
2405,copd,coats,3.0,44,CAPD,CAT
2406,copd,coli,2.0,50,CAPD,CAL
2407,copd,colic,3.0,44,CAPD,CALAC
2408,copd,colon,3.0,44,CAPD,CALAN
2409,copd,coma,2.0,50,CAPD,CAN
2410,copd,comedo,3.0,60,CAPD,CANAD
2411,copd,corns,3.0,44,CAPD,CARN
2412,copd,cough,3.0,44,CAPD,CAGH
2413,copd,cpeo,3.0,50,CAPD,CP
2414,copd,cpr,2.0,57,CAPD,CPR
2415,copd,crao,3.0,50,CAPD,CR
2416,copd,crohn,3.0,44,CAPD,CRAN
2417,copd,croup,3.0,67,CAPD,CRAP
2418,copd,crp,2.0,57,CAPD,CRP
2419,copd,ctx,3.0,29,CAPD,CTX
2420,copd,cuff,3.0,25,CAPD,CAF
2421,copd,cuts,3.0,25,CAPD,CAT
2422,copd,cyst,3.0,25,CAPD,CAST
2423,copd,foot,3.0,25,CAPD,FAT
2424,copd,gerd,3.0,25,CAPD,GAD
2425,copd,gout,3.0,25,CAPD,GAT
2426,copd,head,3.0,25,CAPD,HAD
2427,copd,hip,3.0,29,CAPD,HAP
2428,copd,lchad,3.0,44,CAPD,LCAD
2429,copd,ldpe,3.0,25,CAPD,LDP
2430,copd,lip,3.0,29,CAPD,LAP
2431,copd,lobe,3.0,25,CAPD,LAB
2432,copd,lvad,3.0,25,CAPD,LVAD
2433,copd,msud,3.0,25,CAPD,MSAD
2434,copd,node,3.0,50,CAPD,NAD
2435,copd,nose,3.0,25,CAPD,NAS
2436,copd,npd,2.0,57,CAPD,NPD
2437,copd,oab,3.0,29,CAPD,OAB
2438,copd,ocd,2.0,57,CAPD,OCD
2439,copd,ocps,3.0,50,CAPD,OCP
2440,copd,osa,3.0,29,CAPD,OS
2441,copd,pap,3.0,29,CAPD,PAP
2442,copd,rape,3.0,25,CAPD,RAP
